狗	NN
都	AD
不	AD
如	VV
！	PU

主要	AD
说	VV
执政党	NN
吧	SP
，	PU
人家	PN
不	AD
怕	VV
，	PU
你	PN
还	AD
怕	VV
啥	PN
，	PU
谁	PN
来	VV
都	AD
不	AD
是	VC
屁民	NN
。	PU

我们	PN
一	CD
不	AD
是	VC
党员	NN
，	PU
二	CD
不	AD
是	VC
积极	JJ
分子	NN
。	PU
有	VE
什么	DT
可	VV
怕	VV
的	DEC
。	PU

为什么	AD
为	P
共产党	NR
说话	VV
，	PU
因为	P
我	PN
还	AD
是	VC
中国人	NN
、	PU
一旦	CS
共产党	NR
自己	PN
都	AD
放弃	VV
自己	PN
了	SP
。	PU
你	PN
还	AD
有	VE
什么	DT
意义	NN
再	AD
为	P
他	PN
说话	VV
呢	SP
？	PU

也许	AD
国民党	NR
来	VV
更	AD
好	VA
。	PU

实行	VV
美国	NR
民主	NN
就	AD
是	VC
中国	NR
的	DEG
最后	JJ
选择	NN
。	PU

不	AD
买	VV
日	NR
产	VV
的	DEC
相机	NN
不	AD
行	VV
，	PU
但是	CC
坚决	AD
不	AD
买	VV
其	PN
生产	VV
的	DEC
衣服	NN
，	PU
食品	NN
，	PU
化妆品	NN
等	ETC

谁	PN
买	VV
日本	NR
的	DEG
汽车	NN
了	SP
，	PU
谁	PN
就	AD
有	VE
忘记	VV
历史	NN
的	DEC
脑袋	NN
。	PU

日本	NR
车	NN
都	AD
能	VV
买	VV
，	PU
还	AD
有	VE
什么	PN
做	VV
不	AD
到	VV
啊	SP
。	PU

市场	NN
上	LC
有毒	JJ
商品	NN
泛滥成灾	VV
，	PU
想	VV
不	AD
当	VV
汉奸	NN
都	AD
难	VA
！	PU

哥们	NN
到	P
现在	NT
还	AD
没	AD
买	VV
过	AS
一	CD
件	M
日货	NN
！	PU

我	PN
是	VC
江苏人	NN
，	PU
我	PN
为	P
刘志伟	NR
感到	VV
丢脸	VV
！	PU

我	PN
不	AD
是	VC
南京人	NN
，	PU
但	CC
我	PN
为	P
南京人	NN
觉得	VV
羞愧	VA
！	PU

我	PN
是	VC
中国人	NN
，	PU
为	P
中国人	NN
感到	VV
愤慨	VA
！	PU

从	P
对	P
日	NR
关系	NN
来	MSP
看	VV
，	PU
中国	NR
顶层	NN
和	CC
国民	NN
能	VV
斗过	VV
日本	NR
吗	SP
？	PU

这么	AD
多	CD
年	M
来	LC
，	PU
顶层	NN
一直	AD
强调	VV
中	NR
日	NR
友好	VA
，	PU
而	CC
日本	NR
时常	AD
在	AD
破坏	VV
中	NR
日	NR
友好	VA
的	DEC
大局	NN
，	PU

如果	CS
顶层	NN
不	AD
改变	VV
这	DT
种	M
理念	NN
，	PU
不	AD
从	P
羊	NN
变成	VV
狼	NN
，	PU
那	AD
永远	AD
斗	VV
不	AD
过	VV
日本	NR
。	PU
因	P
狼	NN
吃	VV
羊	NN
是	VC
天经地义	VV
的	SP
。	PU

【	PU
原创	NN
】	PU
寒门	NN
学子	NN
多少	CD
辛酸	JJ
泪	NN
------	PU
卖	VV
多少	CD
菜	NN
才	AD
能	VV
交足	VV
学费	NN

贫穷	NN
对于	P
某些	DT
家庭	NN
来说	LC
有些	DT
事情	NN
实在	AD
是	VC
无能为力	VV
。	PU

他们	PN
不	AD
愿	VV
过	VV
这样	AD
贫穷	VA
的	DEC
日子	NN
，	PU

但是	AD
天时	NN
地利	NN
人和	NN
不	AD
凑劲儿	VV
，	PU
他们	PN
拼命	VV
的	DEV
和	P
老天	NN
做	VV
斗争	NN
、	PU
拼命	VV
的	DEV
和	P
自己	PN
作	VV
斗争	NN
、	PU

拼命	VV
的	DEV
和	P
社会	NN
做	VV
斗争	NN
，	PU
但是	CC
还是	AD
落得	VV
贫穷	NN
的	DEG
帽子	NN
摘	VV
不	AD
掉	VV
。	PU

今年	NT
高考	NN
，	PU
郴州	NR
汝城	NR
一	OD
中	NN
的	DEG
何鹏	NR
如愿以偿	VV
，	PU
以	P
586	CD
分	NN
的	DEG
高分	NN
考入	VV
了	AS
湖南	NR
师大	NR
的	DEG
产业	NN
管理	NN
专业	NN
。	PU

是	VC
啊	SP
，	PU
要	VV
卖出	VV
多少	CD
篮子	M
的	DEG
菜	NN
才	AD
能	VV
付	VV
得	DER
起	VV
大学	NN
的	DEG
学费	NN
呢	SP
？	PU

这	PN
对于	P
一	CD
个	M
贫困	JJ
家庭	NN
来说	LC

实在	AD
是	VC
太	AD
困难	VA
了	SP
。	PU

古代	NN
“	PU
朱门	NN
酒肉	NN
臭	VA
，	PU
路	NN
有	VE
冻死	JJ
骨	NN
”	PU
描绘	VV
的	DEC
场景	NN
现在	NT
可能	VV
已经	AD
看	VV
不	AD
到	VV
了	SP
。	PU

可是	AD
贫穷	NN
落后	NN
确实	AD
还是	AD
存在	VV
的	SP
。	PU

现在	NT
的	DEG
贪官	NN
，	PU
只要	CS
稍微	AD
动动	VV
手指头	NN
就	AD
可能	VV
是	VC
几百万	CD
、	PU
千万	CD
、	PU
几	CD
个	M
亿	CD
的	DEG
收入	NN
到手	VV
了	AS
。	PU

他们	PN
想到	VV
老百姓	NN
的	DEG
疾苦	NN
了	SP
吗	SP
？	PU

这	PN
肯定	AD
是	VC
没有	VV
的	SP
。	PU

还有	AD
那些	DT
奸商	NN
，	PU
用	P
不	AD
合格	VA
的	DEC
家电	NN
下乡	VV
欺骗	VV
老百姓	NN
、	PU
用	P
不	AD
合格	VA
的	DEC
产品	NN
送到	VV
农村	NN
市场	NN
、	PU
以	P
次	NN
充	VV
好	NN
用	NOI
用	P
淀粉	NN
冒充	VV
西湖	NR
藕粉	NN
。	PU

这些	DT
事	NN
可以	VV
说	VV
是	VC
人人	NN
唾弃	VV
。	PU

可是	AD
面对	VV
这些	DT
无助	VA
的	DEC
家庭	NN
，	PU
他们	PN
的	DEG
生活	NN
是	VC
怎么样	PN
呢	SP
？	PU

何鹏	NR
有	VE
一	CD
个	M
大	JJ
家庭	NN
，	PU
爷爷	NN
奶奶	NN
都	AD
健在	VV
，	PU
父母	NN
务农	VV
，	PU
弟弟	NN
上	VV
小学	NN
。	PU

近	AD
七十	CD
高龄	NN
的	DEG
奶奶	NN
，	PU
如今	NT
还	AD
在	P
县城	NN
炎热	JJ
阳光	NN
的	DEG
炙烤	NN
下	LC
，	PU
守	VV
着	AS
她	PN
的	DEG
菜摊子	NN
，	PU
以	P
她	PN
微薄	VA
的	DEC
收入	NN
，	PU
呵护	VV
着	AS
孙女	NN
的	DEG
大学	NN
梦	NN
。	PU

父亲	NN
虽然	CS
是	VC
良性	JJ
肿瘤	NN
却	AD
也	AD
花去	VV
了	AS
巨额	JJ
费用	NN
。	PU

这样	PN
的	DEG
家庭	NN
培养	VV
出	VV
了	AS
这么	AD
优秀	VA
的	DEC
孩子	NN
，	PU
“	PU
寒门	NN
出	VV
学子	NN
”	PU
啊	SP
！	PU

怎么	AD
能	VV
让	VV
这些	DT
贫困	VA
的	DEC
孩子	NN
能够	VV
交足	VV
学费	NN
，	PU
还	AD
需要	VV
社会	NN
各	DT
界	NN
的	DEG
帮助	NN
与	CC
支持	NN
啊	SP
！	PU

diamond	NOI
0213	NOI
阿基诺	NR
嘲讽	VV
中国	NR
爱	VV
面子	NN
，	PU
中国	NR
外交	NN
需	VV
强硬	VA

菲律宾	NR
总统	NN
阿基诺	NR
三	OD
世	NN
将	AD
于	P
本	DT
月	NN
25日	NT
访问	VV
日本	NR
，	PU
与	P
日本	NR
新任	JJ
首相	NN
野田佳彦	NR
举行	VV
会晤	NN
，	PU
而	CC
日本	NR
首相	NN
也	AD
将	AD
于	P
近期	NT
出席	VV
在	P
美国	NR
纽约	NR
召开	VV
的	DEC
联大	NR
会议	NN
，	PU
与	P
美国	NR
总统	NN
奥巴马	NR
见面	VV
。	PU

在	P
这	DT
个	M
时候	NN
美	NR
日	NR
菲	NR
频频	AD
互动	VV
，	PU
是否	AD
有	VE
什么	DT
其他	DT
议题	NN
我	PN
不	AD
知道	VV
，	PU
但是	CC
我	PN
能	VV
料定	VV
他们	PN
一定	AD
会	VV
谈到	VV
一	CD
个	M
共同	JJ
的	DEG
话题	NN
，	PU
即	AD
如何	AD
在	P
南海	NR
联手	VV
共同	AD
对付	VV
中国	NR
。	PU

在	P
阿基诺	NR
出访	VV
日本	NR
之前	LC
，	PU
他	PN
再次	AD
口出狂言	VV
，	PU
发表	VV
对	P
中国	NR
极	AD
不	AD
友好	VA
的	DEC
言论	NN
。	PU

他	PN
说	VV
：	PU
既然	CS
中国	NR
在	P
南海	NR
挽回	VV
了	AS
面子	NN
，	PU
那	AD
中国	NR
就	AD
要	VV
在	P
处理	VV
南海	NR
问题	NN
上	LC
“	PU
公道	VA
”	PU
。	PU

言外之意	NN
就	AD
是	VC
：	PU
我	PN
阿基诺	NR
访	VV
华	NR
是	VC
给	VV
你	PN
中国	NR
面子	NN
，	PU
既然	CS
我	PN
给	VV
你	PN
了	AS
这	DT
个	M
面子	NN
，	PU
那	AD
在	P
南海	NR
实际	JJ
行动	NN
中	LC
你	PN
就	AD
要	VV
听	VV
我	PN
的	DEG
，	PU
否则	AD
就	AD
是	VC
“	PU
不	AD
公道	VA
”	PU
。	PU

这	PN
是	VC
什么	DT
狗屁	JJ
言论	NN
！	PU

阿基诺	NR
刚刚	AD
访问	VV
过	AS
中国	NR
，	PU
且	CC
与	P
中国	NR
最高层	NN
举行	VV
过	AS
谈判	NN
，	PU
双方	PN
都	AD
表示	VV
要	VV
维护	VV
南海	NR
的	DEG
和平	NN
稳定	NN
。	PU

然而	AD
一	AD
眨眼	VV
、	PU
就	AD
变脸	VV
。	PU

阿基诺	NR
回去	VV
以后	LC
说	VV
一	CD
套	M
做	VV
一	CD
套	M
，	PU
把	BA
中国	NR
三	CD
岁	M
小孩子	NN
哄	VV
。	PU

这	PN
也	AD
可以	VV
看出	VV
，	PU
在	P
国际	NN
交往	NN
中	LC
，	PU
像	P
菲律宾	NR
这样	VA
的	DEC
小	JJ
国家	NN
为了	P
自己	PN
的	DEG
国家	NN
利益	NN
，	PU
可以	VV
撒泼	VV
打滚	VV
耍	VV
无赖	NN
，	PU
毫	AD
无	VE
信义	NN
可	VV
言	VV
。	PU

不仅	AD
是	VC
菲律宾	NR
，	PU
即使	CS
是	VC
美国	NR
也	AD
毫	AD
无	VE
政治	NN
信义	NN
。	PU

比如	AD
中	NR
美	NR
签订	VV
的	DEC
上海	NR
“	PU
八一七	NT
”	PU
公报	NN
，	PU
明文	NN
规定	VV
：	PU
美国	NR
售	VV
台	NR
武器	NN
，	PU
不	AD
得	VV
超出	VV
当时	NT
的	DEG
价值	NN
、	PU
数量	NN
、	PU
质量	NN
和	CC
规模	NN
，	PU
并	CC
承诺	VV
逐年	AD
减少	VV
，	PU
直	AD
至	P
停止	VV
供应	NN
，	PU
当然	AD
并	AD
没有	VV
给出	VV
时间	NN
范围	NN
。	PU

然而	AD
美国	NR
如何	AD
做	VV
的	SP
？	PU

从	P
克林顿	NR
到	P
小	JJ
布什	NR
到	P
奥巴马	NR
，	PU
从来	AD
就	AD
没有	VV
遵守	VV
过	AS
这	DT
个	M
公报	NN
，	PU
一	CD
次	M
一	CD
次	M
的	DEG
售	VV
台	NR
武器	NN
无论	AD
从	P
数量	NN
还是	CC
质量	NN
上	LC
，	PU
远远	AD
突破	VV
公报	NN
的	DEG
限定	JJ
范围	NN
。	PU

每	DT
一	CD
次	M
美国	NR
对	P
台湾	NR
武器	NN
出售	VV
，	PU
中	NR
美	NR
之间	LC
都	AD
会	VV
出现	VV
麻烦	NN
，	PU
然而	CC
过	VV
一	CD
段	M
时间	NN
，	PU
双方	PN
似乎	AD
又	AD
会	VV
重新	AD
和好	VV
。	PU

给	VV
人	NN
的	DEC
感觉	NN
是	VC
：	PU
美国人	NN
打	VV
你	PN
一	CD
巴掌	NN
，	PU
再	AD
给	VV
你	PN
一	CD
颗	M
糖豆	NN
吃	VV
，	PU
哄哄	VV
你	PN
罢了	SP
。	PU

这	PN
也	AD
不	AD
能	VV
怪	VV
别人	PN
频频	AD
给	VV
中国	NR
难看	NN
，	PU
主要	AD
是	VC
中国	NR
自己	PN
造成	VV
的	DEC
。	PU

中国	NR
外交	NN
现在	NT
陷入	VV
了	AS
一	CD
个	M
怪圈	NN
：	PU
只	AD
注重	VV
面子	NN
而	CC
不	AD
注重	VV
实质	NN
。	PU

国外	NN
也	AD
看透	VV
了	AS
中国	NR
底线	NN
，	PU
既然	CS
你	PN
需要	VV
面子	NN
，	PU
那	AD
我	PN
就	AD
给	VV
你	PN
面子	NN
，	PU
是否	AD
在	P
实际	JJ
利益	NN
中	LC
让步	VV
那	PN
就	AD
是	VC
另	DT
一	CD
说	NN
了	SP
。	PU

有的	DT
国家	NN
就	AD
给	VV
你	PN
一点	CD
笑脸	NN
，	PU
就	AD
把	BA
中国	NR
给	MSP
美	VA
上天	VV
了	SP
，	PU
就	AD
顾	VV
不	AD
上	VV
实际	JJ
利益	NN
了	SP
。	PU

一些	CD
国家	NN
就	AD
反复	AD
采用	VV
这	DT
种	M
办法	NN
戏弄	VV
中国	NR
，	PU
用	P
台面	NN
上	LC
的	DEG
握手	NN
掩盖	VV
其	PN
台	NN
下面	LC
的	DEG
卑劣	JJ
行为	NN
。	PU

什么	PN
叫	VV
两面三刀	NN
，	PU
什么	PN
叫	VV
笑里藏刀	NN
，	PU
想必	AD
中国	NR
外交	NN
体会	VV
的	DER
最	AD
深刻	VA
。	PU

要	VV
知道	VV
，	PU
中国	NR
可	AD
是	VC
个	M
堂堂	JJ
的	DEG
大	JJ
国	NN
，	PU
是	VC
个	M
在	P
安理会	NN
上	LC
具有	VV
否决权	NN
的	DEC
大	JJ
国	NN
，	PU
是	VC
个	M
有	VE
核武器	NN
和	CC
空间	NN
科技	NN
的	DEC
大	JJ
国	NN
，	PU
中国	NR
外交	NN
不	AD
能	VV
总是	AD
这样	VV
的	DEV
被	LB
别人	PN
当	VV
猴	NN
耍	VV
。	PU

我	PN
认为	VV
中国	NR
外交	NN
缺少	VV
老毛	NR
时代	NN
所	MSP
具有	VV
的	DEC
洞察力	NN
。	PU

毛泽东	NR
时代	NN
的	DEG
国际	NN
交往	NN
，	PU
是	VC
采用	VV
什么	DT
姿态	NN
的	SP
?	PU

无论	CS
你	PN
嘴	NN
上	LC
说	VV
的	DER
如何	AD
漂亮	VA
，	PU
我	PN
要	VV
看	VV
你	PN
的	DEG
实际	JJ
行动	NN
，	PU
好	VA
就	AD
是	VC
好	VA
，	PU
不	AD
好	VA
就	AD
是	VC
不	AD
好	VA
，	PU
别	AD
想	VV
耍	VV
小	JJ
聪明	NN
来	MSP
哄	VV
中国	NR
。	PU

其实	AD
，	PU
要	CS
说	VV
给	VV
面子	NN
，	PU
中国	NR
邀请	VV
阿基诺	NR
访	VV
华	NR
，	PU
是	VC
中国	NR
给	VV
阿基诺	NR
面子	NN
。	PU

像	P
阿基诺	NR
这样	VA
的	DEC
小人	NN
，	PU
中国	NR
外交	NN
人员	NN
早	AD
就	AD
应当	VV
看出	VV
其	PN
居心叵测	VV
，	PU
根本	AD
就	AD
无需	AD
邀请	VV
其	PN
访	VV
华	NR
。	PU

想	VV
访	VV
华	NR
吗	SP
？	PU

可以	VV
，	PU
先	AD
在	P
南海	NR
实际	JJ
行动	NN
中	LC
做出	VV
让步	NN
再说	VV
，	PU
比如	AD
可以	VV
先	AD
把	BA
侵占	VV
中国	NR
的	DEC
岛礁	NN
还给	VV
中国	NR
等等	ETC
。	PU

否则	AD
你	PN
他妈的	AD
一辈子	NN
也	AD
别	AD
想	VV
踏上	VV
北京	NR
的	DEG
土地	NN
。	PU

现在	NT
倒	AD
好	VA
，	PU
阿基诺	NR
得	VV
了	AS
便宜	NN
耍	VV
乖	NN
，	PU
搞	VV
得	DER
中国	NR
反而	AD
没有	VE
面子	NN
了	SP
。	PU

这	PN
又	AD
能	VV
怪	VV
谁	PN
呢	SP
？	PU

联想	VV
到	VV
前不久	NT
中国	NR
护卫舰	NN
被	LB
马来西亚	NR
一	CD
艘	M
马上	AD
要	VV
沉底	VV
的	DEC
小	JJ
破	JJ
巡逻艇	NN
追	VV
的	DER
到处	AD
乱跑	VV
，	PU
这	PN
可是	AD
丢	VV
大	VA
人	NN
了	SP
。	PU

人家	PN
要	VV
来	VV
追	VV
你	PN
你	PN
跑	VV
什么	PN
，	PU
要	CS
按	P
我	PN
的	DEG
做法	NN
，	PU
就	AD
停	VV
在	P
那	PN
等	VV
你	NN
过来	VV
，	PU
把	BA
炮衣	NN
脱掉	VV
，	PU
导弹	NN
准备	VV
，	PU
雷达	NN
瞄准	VV
，	PU
再	AD
敢	VV
过来	VV
就	AD
炮弹	NN
伺候	VV
，	PU
看	VV
你	PN
能	VV
把	BA
我	PN
怎么着	VV
？	PU

看	VV
谁	PN
能	VV
把	BA
谁	PN
吓唬	VV
住	VV
！	PU

人们	NN
都	AD
与	P
狗	NN
打交道	VV
的	DEC
经验	NN
，	PU
你	PN
越是	AD
害怕	VV
狗	NN
，	PU
狗	NN
越是	AD
对	P
你	PN
乱	AD
吠	VV
；	PU

有时候	AD
你	PN
越	AD
跑	VV
，	PU
狗	NN
越	AD
追	VV
着	AS
你	PN
叫	VV
，	PU
你	PN
站下	VV
脚步	NN
大大方方	AD
像	P
狗	NN
走去	VV
，	PU
狗	NN
反而	AD
会	VV
夹	VV
着	AS
尾巴	NN
逃跑	VV
，	PU
当然	AD
最好	AD
手	NN
中	LC
再	AD
拿	VV
着	AS
一	CD
根	M
打狗棍	NN
。	PU

只是	AD
不	AD
知道	VV
中国人	NN
的	DEG
骨头	NN
是	VC
软	VA
的	DEC
还是	CC
硬	VA
的	DEC
，	PU
面对	VV
着	AS
狗	NN
吠	VV
，	PU
中国人	NN
愿	VV
不	AD
愿意	VV
举起	VV
手	NN
中	LC
的	DEG
打狗棍	NN
，	PU
愿	VV
不	AD
愿意	VV
揍断	VV
一	CD
条	M
狗	NN
腿	NN
。	PU

双方	PN
都	AD
表示	VV
要	VV
维护	VV
南海	NR
的	DEG
和平	NN
稳定	NN
。	PU

双方	PN
都	AD
表示	VV
要	VV
维护	VV
南海	NR
的	DEG
和平	NN
稳定	NN
。	PU

双方	PN
都	AD
表示	VV
要	VV
维护	VV
南海	NR
的	DEG
和平	NN
稳定	NN
。	PU

双方	PN
都	AD
表示	VV
要	VV
维护	VV
南海	NR
的	DEG
和平	NN
稳定	NN
。	PU

双方	PN
都	AD
表示	VV
要	VV
维护	VV
南海	NR
的	DEG
和平	NN
稳定	NN
。	PU

在	P
国际	NN
交往	NN
中	LC
，	PU
像	P
菲律宾	NR
这样	VA
的	DEC
小	JJ
国家	NN
为了	P
自己	PN
的	DEG
国家	NN
利益	NN
，	PU
可以	VV
撒泼	VV
打滚	VV
耍	VV
无赖	NN
，	PU
毫	AD
无	VE
信义	NN
可	VV
言	VV
。	PU

在	P
国际	NN
交往	NN
中	LC
，	PU
像	P
菲律宾	NR
这样	VA
的	DEC
小	JJ
国家	NN
为了	P
自己	PN
的	DEG
国家	NN
利益	NN
，	PU
可以	VV
撒泼	VV
打滚	VV
耍	VV
无赖	NN
，	PU
毫	AD
无	VE
信义	NN
可	VV
言	VV
。	PU

即	AD
如何	AD
在	P
南海	NR
联手	VV
共同	AD
对付	VV
中国	NR
。	PU

有时候	AD
你	PN
越	AD
跑	VV
，	PU
狗	NN
越	AD
追	VV
着	AS
你	PN
叫	VV

有时候	AD
你	PN
越	AD
跑	VV
，	PU
狗	NN
越	AD
追	VV
着	AS
你	PN
叫	VV

有时候	AD
你	PN
越	AD
跑	VV
，	PU
狗	NN
越	AD
追	VV
着	AS
你	PN
叫	VV

俗话	NN
说	VV
：	PU
顾	VV
了	AS
面子	NN
，	PU
丢	VV
了	AS
底子	NN
。	PU

人	NN
必	AD
自	AD
辱	VV
然后	AD
人	NN
辱	VV
之	PN
，	PU
国	NN
必	AD
自	AD
贱	VV
然后	AD
人	NN
贱	VV
之	PN
！	PU

人	NN
必	AD
自	AD
辱	VV
然后	AD
人	NN
辱	VV
之	PN
，	PU
国	NN
必	AD
自	AD
贱	VV
然后	AD
人	NN
贱	VV
之	PN
！	PU

国际	NN
上	LC
的	DEG
笑料	NN
。	PU

只是	AD
不	AD
知道	VV
中国人	NN
的	DEG
骨头	NN
是	VC
软	VA
的	DEC
还是	CC
硬	VA
的	DEC
，	PU
面对	VV
着	AS
狗	NN
吠	VV
，	PU
中国人	NN
愿	VV
不	AD
愿意	VV
举起	VV
手	NN
中	LC
的	DEG
打狗棍	NN
，	PU
愿	VV
不	AD
愿意	VV
揍断	VV
一	CD
条	M
狗	NN
腿	NN
。	PU

针对	P
中国	NR
的	DEG
现状	NN
小	NN
不	AD
忍	VV
择	AD
乱	VV
大	JJ
谋	NN

连	AD
这么	JJ
个	M
小	JJ
国家	NN
的	DEG
小	JJ
领导	NN
都	AD
看出	VV
了	AS
现在	NT
中国	NR
对外	JJ
政策	NN
的	DEG
实质	NN
，	PU
那么	AD
就	AD
请	VV
中国	NR
的	DEG
媒体	NN
和	CC
组织	NN
就	AD
不	AD
要	VV
再	AD
用	P
漂亮	VA
的	DEC
话	NN
来	MSP
愚弄	VV
你	PN
善良	VA
的	DEC
国民	NN
了	SP
。	PU

什么	DT
领土	NN
主权	NN
都	AD
不	AD
在	VV
“	PU
四	CD
个	M
坚持	NN
”	PU
之内	LC
，	PU
只要	CS
把握	VV
好	VA
“	PU
四	CD
个	M
坚持	NN
”	PU
，	PU
没有	VE
的	DEC
可以	VV
变为	VV
有	NN
，	PU
不	AD
能	VV
坚持	VV
好	VA
“	PU
四	CD
个	M
坚持	NN
”	PU
有	VE
的	DEC
也	AD
会	VV
变成	VV
没有	NN
。	PU

这些	DT
基本	JJ
的	DEG
道理	NN
必须	VV
要	VV
懂得	VV
，	PU
要	VV
掌握	VV
，	PU
只有	AD
真正	AD
懂得	VV
了	AS
，	PU
把握	VV
了	AS
，	PU
才	AD
能	VV
当好	VV
家	NN
，	PU
做好	VV
人民	NN
的	DEG
官员	NN
------	PU
此	PN
乃	VC
本国	NN
“	PU
宪法	NN
”	PU
的	DEG
真谛	NN
。	PU

我们	PN
在	AD
维护	VV
：	PU
宪法	NN
。	PU

大清	NR
帝国	NN
---	PU
中华	NR
民国	NN
---	PU
新	JJ
中国	NR
人民	NN
的	DEG
悲哀	NN
！	PU

菲律宾	NR
总统	NN
太	AD
了解	VV
神州	NR
伟大	VA
的	DEC
灵道	NN
了	SP

不	AD
行	VV
，	PU
不	AD
能	VV
打	VV
，	PU

一	AD
打	VV
，	PU
就	AD
失	VV
了	AS
我们	PN
“	PU
秧秧	JJ
”	PU
大	JJ
国	NN
的	DEG
风度	NN
了	SP
。	PU

中国	NR
有	VE
句	M
俗话	NN
：	PU
三	CD
句	M
好话	NN
不	AD
如	VV
一	CD
马棒棒	NN
。	PU

光	AD
靠	VV
外交	NN
强硬	VA
没用	VA
，	PU
得	VV
用	VV
拳头	NN
和	CC
牙齿	NN
。	PU

狠狠	AD
敲	VV
它	PN
一	CD
棒子	NN
，	PU
它	PN
就	AD
老实	VA
了	SP
。	PU

不	AD
要	VV
怪	VV
别人	PN
怎么	AD
糊弄	VV
自己	PN
，	PU
只	AD
能	VV
怪	VV
自己	PN
为什么	AD
会	VV
让	VV
别人	PN
糊弄	VV
。	PU

哎	IJ
！	PU

中国	NR
是	VC
傻比	NN
脑残	NN
在	AD
执政	VV
，	PU
让	VV
他们	PN
代表	VV
中国人	NN
的	DEG
智商	NN
处理	VV
国际	NN
事务	NN
是	VC
真的	AD
无耻	VA
，	PU
可是	CC
百姓们	NN
也	AD
没有	VE
办法	NN
啊	SP
。	PU

中国	NR
是	VC
傻比	NN
脑残	NN
在	AD
执政	VV
，	PU

让	VV
他们	PN
代表	VV
中国人	NN
的	DEG
智商	NN
处理	VV
国际	NN
事务	NN
是	VC
真的	AD
无耻	VA
，	PU
可是	CC
百姓们	NN
也	AD
没有	VE
办法	NN
啊	SP
。	PU

耍	VV
猴	NN
变成	VV
了	AS
被	LB
猴	NN
